air_temp,cloud_opacity,dewpoint_temp,dni,ghi,gti,precipitable_water,relative_humidity,wind_direction_100m,wind_speed_100m,wind_speed_10m,period_end,period
12,35,9.4,0,0,0,15.5,86.6,156,4.1,2.2,2023-09-24T05:30:00-05:00,PT5M
12,23.1,9.4,0,0,0,15.5,86.7,155,4.1,2.2,2023-09-24T05:35:00-05:00,PT5M
12,18.4,9.4,0,0,0,15.5,86.9,154,4.1,2.2,2023-09-24T05:40:00-05:00,PT5M
11,13.6,9.4,0,0,0,15.5,87,153,4.2,2.3,2023-09-24T05:45:00-05:00,PT5M
11,30.7,9.3,0,0,0,15.5,87.1,153,4.2,2.3,2023-09-24T05:50:00-05:00,PT5M
11,35,9.3,0,0,0,15.5,87.3,152,4.3,2.3,2023-09-24T05:55:00-05:00,PT5M
11,36.4,9.3,0,0,0,15.5,87.4,151,4.3,2.3,2023-09-24T06:00:00-05:00,PT5M
11,37.8,9.3,0,2,2,15.5,87.4,151,4.3,2.3,2023-09-24T06:05:00-05:00,PT5M
11,37.8,9.3,0,10,10,15.5,87.2,151,4.3,2.3,2023-09-24T06:10:00-05:00,PT5M
11,32.1,9.3,0,20,20,15.5,87,150,4.3,2.3,2023-09-24T06:15:00-05:00,PT5M
11,21.6,9.3,16,36,38,15.4,86.8,150,4.3,2.3,2023-09-24T06:20:00-05:00,PT5M
12,18.4,9.3,95,51,69,15.4,86.6,150,4.2,2.4,2023-09-24T06:25:00-05:00,PT5M
12,21.6,9.3,89,64,84,15.4,86.5,149,4.2,2.4,2023-09-24T06:30:00-05:00,PT5M
12,22.3,9.4,107,79,108,15.4,86.3,149,4.2,2.4,2023-09-24T06:35:00-05:00,PT5M
12,15.9,9.4,230,103,173,15.4,86.1,149,4.2,2.4,2023-09-24T06:40:00-05:00,PT5M
12,22.2,9.4,156,112,167,15.4,85.9,148,4.1,2.4,2023-09-24T06:45:00-05:00,PT5M
12,20.6,9.4,200,131,210,15.4,85.7,148,4.1,2.4,2023-09-24T06:50:00-05:00,PT5M
12,19.1,9.4,244,152,257,15.3,85.5,148,4.1,2.4,2023-09-24T06:55:00-05:00,PT5M
12,19.3,9.4,259,170,292,15.3,85.3,147,4.1,2.4,2023-09-24T07:00:00-05:00,PT5M
12,12.1,9.4,411,205,409,15.3,84.9,147,4,2.4,2023-09-24T07:05:00-05:00,PT5M
12,13.3,9.4,404,222,438,15.4,84.3,146,4,2.4,2023-09-24T07:10:00-05:00,PT5M
12,16,9.4,364,234,445,15.4,83.6,146,4,2.4,2023-09-24T07:15:00-05:00,PT5M
12,18.6,9.4,326,245,447,15.4,83,145,3.9,2.4,2023-09-24T07:20:00-05:00,PT5M
12,21,9.4,290,256,445,15.4,82.3,145,3.9,2.4,2023-09-24T07:25:00-05:00,PT5M
13,26,9.4,205,257,390,15.5,81.7,144,3.8,2.4,2023-09-24T07:30:00-05:00,PT5M
13,22.6,9.5,276,286,475,15.5,81.1,144,3.8,2.4,2023-09-24T07:35:00-05:00,PT5M
13,20.7,9.5,322,312,527,15.5,80.5,143,3.8,2.4,2023-09-24T07:40:00-05:00,PT5M
13,22.9,9.5,285,321,497,15.5,79.9,143,3.7,2.4,2023-09-24T07:45:00-05:00,PT5M
13,17.3,9.5,407,362,624,15.6,79.3,142,3.7,2.4,2023-09-24T07:50:00-05:00,PT5M
13,15.8,9.5,448,388,668,15.6,78.7,141,3.7,2.4,2023-09-24T07:55:00-05:00,PT5M
13,12.9,9.5,521,421,737,15.6,78.1,141,3.6,2.4,2023-09-24T08:00:00-05:00,PT5M
13,18.1,9.5,411,414,648,15.7,76.9,140,3.6,2.4,2023-09-24T08:05:00-05:00,PT5M
14,23,9.4,311,406,563,15.7,75.3,140,3.6,2.4,2023-09-24T08:10:00-05:00,PT5M
14,21.5,9.4,347,431,604,15.7,73.7,139,3.5,2.4,2023-09-24T08:15:00-05:00,PT5M
14,22.5,9.4,330,441,596,15.8,72.2,138,3.5,2.4,2023-09-24T08:20:00-05:00,PT5M
15,21.1,9.3,364,466,634,15.8,70.7,138,3.5,2.4,2023-09-24T08:25:00-05:00,PT5M
15,21.2,9.3,366,482,643,15.9,69.2,137,3.4,2.3,2023-09-24T08:30:00-05:00,PT5M
15,20.2,9.2,393,505,673,15.9,67.8,136,3.4,2.3,2023-09-24T08:35:00-05:00,PT5M
15,19.2,9.2,420,527,702,15.9,66.4,136,3.4,2.3,2023-09-24T08:40:00-05:00,PT5M
16,21.6,9.1,369,527,668,16,65,135,3.4,2.3,2023-09-24T08:45:00-05:00,PT5M
16,22.8,9.1,346,534,656,16,63.7,134,3.3,2.3,2023-09-24T08:50:00-05:00,PT5M
16,16.5,9.1,492,594,775,16,62.3,134,3.3,2.3,2023-09-24T08:55:00-05:00,PT5M
17,20.9,9,394,577,708,16.1,61.1,133,3.3,2.3,2023-09-24T09:00:00-05:00,PT5M
17,24,9,328,569,664,16.1,60.1,132,3.2,2.3,2023-09-24T09:05:00-05:00,PT5M
17,26,9.1,288,567,639,16.2,59.4,131,3.2,2.2,2023-09-24T09:10:00-05:00,PT5M
17,22,9.1,377,612,715,16.2,58.8,131,3.2,2.2,2023-09-24T09:15:00-05:00,PT5M
18,17,9.1,495,665,804,16.3,58.2,130,3.2,2.2,2023-09-24T09:20:00-05:00,PT5M
18,17,9.2,497,679,811,16.3,57.5,129,3.1,2.2,2023-09-24T09:25:00-05:00,PT5M
18,19,9.2,452,676,786,16.4,56.9,128,3.1,2.2,2023-09-24T09:30:00-05:00,PT5M
18,17,9.3,498,706,822,16.4,56.3,127,3.1,2.1,2023-09-24T09:35:00-05:00,PT5M
18,14,9.3,568,743,870,16.4,55.7,127,3.1,2.1,2023-09-24T09:40:00-05:00,PT5M
19,16,9.4,514,737,843,16.5,55.1,126,3,2.1,2023-09-24T09:45:00-05:00,PT5M
19,18,9.4,461,731,816,16.5,54.5,125,3,2.1,2023-09-24T09:50:00-05:00,PT5M
19,19,9.4,434,732,805,16.6,53.9,124,3,2.1,2023-09-24T09:55:00-05:00,PT5M
19,19,9.5,429,742,809,16.6,53.4,123,3,2.1,2023-09-24T10:00:00-05:00,PT5M
19,18,9.5,449,761,826,16.7,53,122,3,2.1,2023-09-24T10:05:00-05:00,PT5M
19,17,9.5,468,779,843,16.7,53,122,2.9,2,2023-09-24T10:10:00-05:00,PT5M
19,21,9.5,372,750,792,16.7,52.9,121,2.9,2,2023-09-24T10:15:00-05:00,PT5M
19,26,9.4,260,710,730,16.7,52.9,121,2.9,2,2023-09-24T10:20:00-05:00,PT5M
19,29,9.4,196,688,696,16.7,52.8,120,2.9,2,2023-09-24T10:25:00-05:00,PT5M
19,33,9.4,117,656,651,16.7,52.7,120,2.8,2,2023-09-24T10:30:00-05:00,PT5M
19,31,9.4,153,682,682,16.7,52.7,119,2.8,2,2023-09-24T10:35:00-05:00,PT5M
19,28,9.4,213,719,726,16.7,52.6,119,2.8,2,2023-09-24T10:40:00-05:00,PT5M
19,29,9.4,195,716,720,16.8,52.6,118,2.8,2,2023-09-24T10:45:00-05:00,PT5M
19,29,9.3,197,722,726,16.8,52.5,118,2.7,2,2023-09-24T10:50:00-05:00,PT5M
19,31,9.3,160,707,708,16.8,52.4,117,2.7,1.9,2023-09-24T10:55:00-05:00,PT5M
19,34,9.3,106,682,679,16.8,52.4,117,2.7,1.9,2023-09-24T11:00:00-05:00,PT5M
19,25,9.3,284,780,788,16.8,52.2,117,2.7,1.9,2023-09-24T11:05:00-05:00,PT5M
19,23,9.2,328,806,815,16.8,51.9,117,2.7,1.9,2023-09-24T11:10:00-05:00,PT5M
19,20,9.2,397,843,852,16.8,51.5,117,2.7,1.9,2023-09-24T11:15:00-05:00,PT5M
20,20,9.2,399,847,855,16.9,51.2,117,2.7,1.9,2023-09-24T11:20:00-05:00,PT5M
20,25,9.1,289,798,802,16.9,50.9,117,2.6,1.9,2023-09-24T11:25:00-05:00,PT5M
20,29,9.1,208,759,760,16.9,50.5,117,2.6,1.9,2023-09-24T11:30:00-05:00,PT5M
20,30,9,189,751,751,16.9,50.2,117,2.6,1.9,2023-09-24T11:35:00-05:00,PT5M
20,37,9,62,678,677,16.9,49.9,117,2.6,1.9,2023-09-24T11:40:00-05:00,PT5M
20,46,8.9,0,582,581,16.9,49.6,117,2.6,1.9,2023-09-24T11:45:00-05:00,PT5M
20,51,8.9,0,529,529,16.9,49.3,117,2.6,1.9,2023-09-24T11:50:00-05:00,PT5M
20,52,8.9,0,519,519,16.9,48.9,117,2.6,1.9,2023-09-24T11:55:00-05:00,PT5M
20,53,8.8,0,509,509,17,48.6,118,2.6,1.8,2023-09-24T12:00:00-05:00,PT5M
20,55,8.8,0,487,487,17,48.4,118,2.6,1.8,2023-09-24T12:05:00-05:00,PT5M
20,58,8.9,0,455,455,17,48.4,118,2.6,1.9,2023-09-24T12:10:00-05:00,PT5M
20,53,9,0,508,508,16.9,48.3,119,2.6,1.9,2023-09-24T12:15:00-05:00,PT5M
20,49,9.1,0,551,550,16.9,48.3,120,2.6,1.9,2023-09-24T12:20:00-05:00,PT5M
21,46,9.1,0,582,581,16.9,48.2,120,2.6,1.9,2023-09-24T12:25:00-05:00,PT5M
21,45,9.2,0,592,590,16.9,48.2,121,2.6,1.9,2023-09-24T12:30:00-05:00,PT5M
21,49,9.3,0,547,545,16.9,48.1,121,2.6,1.9,2023-09-24T12:35:00-05:00,PT5M
21,54,9.4,0,491,489,16.9,48.1,122,2.6,1.9,2023-09-24T12:40:00-05:00,PT5M
21,51,9.4,0,521,517,16.9,48,122,2.6,1.9,2023-09-24T12:45:00-05:00,PT5M
21,49,9.5,0,539,535,16.9,48,123,2.6,1.9,2023-09-24T12:50:00-05:00,PT5M
21,50,9.6,0,526,520,16.9,47.9,123,2.7,2,2023-09-24T12:55:00-05:00,PT5M
21,50,9.7,0,522,516,16.9,47.9,124,2.7,2,2023-09-24T13:00:00-05:00,PT5M
21,56,9.7,0,457,449,16.9,47.9,125,2.7,2,2023-09-24T13:05:00-05:00,PT5M
21,62,9.7,0,391,384,16.9,47.9,125,2.7,2,2023-09-24T13:10:00-05:00,PT5M
21,59,9.7,0,419,410,16.9,48,126,2.7,2,2023-09-24T13:15:00-05:00,PT5M
21,54,9.6,0,466,455,16.9,48.1,126,2.8,2,2023-09-24T13:20:00-05:00,PT5M
21,54,9.6,0,461,449,16.9,48.1,127,2.8,2.1,2023-09-24T13:25:00-05:00,PT5M
21,54,9.6,0,457,443,17,48.2,128,2.8,2.1,2023-09-24T13:30:00-05:00,PT5M
21,59,9.6,0,403,389,17,48.3,128,2.9,2.1,2023-09-24T13:35:00-05:00,PT5M
21,50,9.6,0,486,468,17,48.3,129,2.9,2.1,2023-09-24T13:40:00-05:00,PT5M
21,51,9.6,0,471,451,17,48.4,129,2.9,2.1,2023-09-24T13:45:00-05:00,PT5M
21,49,9.5,0,484,462,17,48.5,130,3,2.2,2023-09-24T13:50:00-05:00,PT5M
21,38,9.5,29,581,561,17,48.6,130,3,2.2,2023-09-24T13:55:00-05:00,PT5M
21,34,9.5,95,611,605,17,48.6,131,3,2.2,2023-09-24T14:00:00-05:00,PT5M
21,29,9.5,186,648,664,17,48.8,131,3,2.2,2023-09-24T14:05:00-05:00,PT5M
21,30,9.5,166,629,642,17,49,131,3,2.2,2023-09-24T14:10:00-05:00,PT5M
21,19,9.5,392,717,790,17,49.2,131,3,2.2,2023-09-24T14:15:00-05:00,PT5M
20,12,9.5,555,766,884,17,49.4,131,3,2.1,2023-09-24T14:20:00-05:00,PT5M
20,12,9.5,552,753,879,17,49.7,131,3,2.1,2023-09-24T14:25:00-05:00,PT5M
20,12,9.5,550,739,873,17,49.9,132,3,2.1,2023-09-24T14:30:00-05:00,PT5M
20,9,9.4,622,750,912,17,50.1,132,3,2.1,2023-09-24T14:35:00-05:00,PT5M
20,7,9.4,669,751,936,16.9,50.4,132,3,2.1,2023-09-24T14:40:00-05:00,PT5M
20,6,9.4,692,744,945,16.9,50.6,132,3,2,2023-09-24T14:45:00-05:00,PT5M
20,8,9.4,637,712,911,16.9,50.8,132,3,2,2023-09-24T14:50:00-05:00,PT5M
20,12,9.4,534,666,843,16.9,51.1,132,3,2,2023-09-24T14:55:00-05:00,PT5M
20,13,9.4,506,643,820,16.9,51.3,132,3,2,2023-09-24T15:00:00-05:00,PT5M
20,11.9,9.4,529,635,831,16.9,51.5,132,3,2,2023-09-24T15:05:00-05:00,PT5M
20,13.5,9.5,487,607,796,16.9,51.7,132,2.9,2,2023-09-24T15:10:00-05:00,PT5M
20,14.2,9.6,466,586,776,16.9,51.9,131,2.9,2,2023-09-24T15:15:00-05:00,PT5M
20,16.1,9.6,419,557,735,16.9,52,131,2.9,1.9,2023-09-24T15:20:00-05:00,PT5M
20,18.1,9.7,371,527,690,16.9,52.2,131,2.8,1.9,2023-09-24T15:25:00-05:00,PT5M
20,20.2,9.8,321,497,641,16.9,52.4,130,2.8,1.9,2023-09-24T15:30:00-05:00,PT5M
20,18.9,9.8,345,489,654,16.9,52.6,130,2.8,1.9,2023-09-24T15:35:00-05:00,PT5M
20,17.5,9.9,371,481,669,16.9,52.8,129,2.8,1.9,2023-09-24T15:40:00-05:00,PT5M
20,22.4,10,265,436,567,16.9,52.9,129,2.7,1.9,2023-09-24T15:45:00-05:00,PT5M
20,25.2,10,209,405,503,16.9,53.1,128,2.7,1.9,2023-09-24T15:50:00-05:00,PT5M
20,22.9,10.1,247,401,532,17,53.3,128,2.7,1.9,2023-09-24T15:55:00-05:00,PT5M
20,19.3,10.2,313,402,586,17,53.5,128,2.7,1.9,2023-09-24T16:00:00-05:00,PT5M
20,20.8,10.1,278,378,544,16.9,53.3,127,2.6,1.8,2023-09-24T16:05:00-05:00,PT5M
20,18.4,9.9,319,371,576,16.8,52.7,126,2.6,1.8,2023-09-24T16:10:00-05:00,PT5M
20,10.4,9.7,480,388,714,16.7,52.1,126,2.5,1.8,2023-09-24T16:15:00-05:00,PT5M
20,10.5,9.6,468,368,697,16.6,51.5,125,2.5,1.7,2023-09-24T16:20:00-05:00,PT5M
20,10.7,9.4,454,347,678,16.5,50.9,124,2.4,1.7,2023-09-24T16:25:00-05:00,PT5M
20,12.6,9.2,405,320,624,16.4,50.4,123,2.4,1.6,2023-09-24T16:30:00-05:00,PT5M
20,8.5,9,478,315,653,16.3,49.8,123,2.4,1.6,2023-09-24T16:35:00-05:00,PT5M
20,4.3,8.8,558,308,673,16.2,49.2,122,2.3,1.6,2023-09-24T16:40:00-05:00,PT5M
20,4.5,8.6,537,286,618,16.1,48.7,121,2.3,1.5,2023-09-24T16:45:00-05:00,PT5M
20,3.2,8.5,549,268,585,16,48.1,120,2.2,1.5,2023-09-24T16:50:00-05:00,PT5M
20,1.7,8.3,561,250,550,15.9,47.6,119,2.2,1.4,2023-09-24T16:55:00-05:00,PT5M
20,0,8.1,576,232,516,15.8,47,118,2.2,1.4,2023-09-24T17:00:00-05:00,PT5M
20,0,8,551,210,462,15.7,47.1,118,2.2,1.4,2023-09-24T17:05:00-05:00,PT5M
20,0,8.1,524,188,408,15.7,47.6,119,2.2,1.4,2023-09-24T17:10:00-05:00,PT5M
19,0,8.2,494,166,356,15.7,48.2,120,2.2,1.4,2023-09-24T17:15:00-05:00,PT5M
19,9.4,8.3,295,131,238,15.7,48.8,121,2.2,1.4,2023-09-24T17:20:00-05:00,PT5M
19,22.3,8.3,78,96,122,15.7,49.4,122,2.3,1.4,2023-09-24T17:25:00-05:00,PT5M
19,26.9,8.4,1,76,75,15.7,50.1,122,2.3,1.3,2023-09-24T17:30:00-05:00,PT5M
19,41.9,8.5,0,49,49,15.7,50.7,123,2.3,1.3,2023-09-24T17:35:00-05:00,PT5M
19,48.4,8.6,0,34,34,15.7,51.3,124,2.4,1.3,2023-09-24T17:40:00-05:00,PT5M
19,54.4,8.6,0,22,22,15.7,52,124,2.4,1.3,2023-09-24T17:45:00-05:00,PT5M
19,48.4,8.7,0,17,17,15.7,52.6,125,2.4,1.3,2023-09-24T17:50:00-05:00,PT5M
19,65.4,8.8,0,7,7,15.6,53.3,126,2.5,1.3,2023-09-24T17:55:00-05:00,PT5M
18,78,8.9,0,2,2,15.6,53.9,127,2.5,1.3,2023-09-24T18:00:00-05:00,PT5M
18,78.8,8.9,0,0,0,15.6,54.5,127,2.5,1.3,2023-09-24T18:05:00-05:00,PT5M
18,77.2,9,0,0,0,15.6,55,127,2.6,1.3,2023-09-24T18:10:00-05:00,PT5M
18,73,9.1,0,0,0,15.5,55.5,127,2.6,1.3,2023-09-24T18:15:00-05:00,PT5M
18,44.5,9.2,0,0,0,15.5,55.9,127,2.7,1.4,2023-09-24T18:20:00-05:00,PT5M
18,75.5,9.3,0,0,0,15.5,56.4,128,2.8,1.4,2023-09-24T18:25:00-05:00,PT5M
18,47.1,9.4,0,0,0,15.4,56.9,128,2.8,1.4,2023-09-24T18:30:00-05:00,PT5M
18,56.7,9.4,0,0,0,15.4,57.4,128,2.9,1.4,2023-09-24T18:35:00-05:00,PT5M
18,60.1,9.5,0,0,0,15.3,57.9,128,2.9,1.4,2023-09-24T18:40:00-05:00,PT5M
18,54.4,9.6,0,0,0,15.3,58.4,128,3,1.4,2023-09-24T18:45:00-05:00,PT5M
18,43.2,9.7,0,0,0,15.3,59,128,3.1,1.5,2023-09-24T18:50:00-05:00,PT5M
18,61.2,9.8,0,0,0,15.2,59.5,128,3.1,1.5,2023-09-24T18:55:00-05:00,PT5M
18,44.5,9.9,0,0,0,15.2,60,129,3.2,1.5,2023-09-24T19:00:00-05:00,PT5M
18,30.7,9.9,0,0,0,15.2,60.3,129,3.2,1.5,2023-09-24T19:05:00-05:00,PT5M
18,26.2,9.9,0,0,0,15.2,60.5,130,3.3,1.6,2023-09-24T19:10:00-05:00,PT5M
18,23.1,9.8,0,0,0,15.2,60.6,130,3.3,1.6,2023-09-24T19:15:00-05:00,PT5M
18,24.7,9.8,0,0,0,15.2,60.8,131,3.3,1.6,2023-09-24T19:20:00-05:00,PT5M
17,23.1,9.8,0,0,0,15.2,60.9,131,3.4,1.7,2023-09-24T19:25:00-05:00,PT5M
17,20,9.8,0,0,0,15.2,61.1,132,3.4,1.7,2023-09-24T19:30:00-05:00,PT5M
17,15.2,9.7,0,0,0,15.3,61.3,132,3.5,1.7,2023-09-24T19:35:00-05:00,PT5M
17,15.2,9.7,0,0,0,15.3,61.4,133,3.5,1.8,2023-09-24T19:40:00-05:00,PT5M
17,13.6,9.7,0,0,0,15.3,61.6,133,3.5,1.8,2023-09-24T19:45:00-05:00,PT5M
17,0,9.7,0,0,0,15.3,61.7,134,3.6,1.8,2023-09-24T19:50:00-05:00,PT5M
17,0,9.6,0,0,0,15.3,61.9,134,3.6,1.9,2023-09-24T19:55:00-05:00,PT5M
17,0,9.6,0,0,0,15.3,62,135,3.7,1.9,2023-09-24T20:00:00-05:00,PT5M
17,0,9.6,0,0,0,15.3,62.2,135,3.7,1.9,2023-09-24T20:05:00-05:00,PT5M
17,0,9.6,0,0,0,15.3,62.4,136,3.7,2,2023-09-24T20:10:00-05:00,PT5M
17,0,9.6,0,0,0,15.3,62.5,136,3.7,2,2023-09-24T20:15:00-05:00,PT5M
17,0,9.6,0,0,0,15.3,62.7,136,3.8,2.1,2023-09-24T20:20:00-05:00,PT5M
17,0,9.6,0,0,0,15.3,62.9,137,3.8,2.1,2023-09-24T20:25:00-05:00,PT5M
17,0,9.6,0,0,0,15.3,63,137,3.8,2.1,2023-09-24T20:30:00-05:00,PT5M
17,0,9.7,0,0,0,15.2,63.2,137,3.8,2.2,2023-09-24T20:35:00-05:00,PT5M
17,0,9.7,0,0,0,15.2,63.4,138,3.9,2.2,2023-09-24T20:40:00-05:00,PT5M
17,0,9.7,0,0,0,15.2,63.5,138,3.9,2.3,2023-09-24T20:45:00-05:00,PT5M
17,0,9.7,0,0,0,15.2,63.7,138,3.9,2.3,2023-09-24T20:50:00-05:00,PT5M
17,0,9.7,0,0,0,15.2,63.9,139,3.9,2.3,2023-09-24T20:55:00-05:00,PT5M
17,0,9.7,0,0,0,15.2,64.1,139,4,2.4,2023-09-24T21:00:00-05:00,PT5M
16,0,9.7,0,0,0,15.2,64.4,139,4,2.4,2023-09-24T21:05:00-05:00,PT5M
16,0,9.7,0,0,0,15.2,64.9,139,4,2.4,2023-09-24T21:10:00-05:00,PT5M
16,0,9.7,0,0,0,15.2,65.3,139,4,2.4,2023-09-24T21:15:00-05:00,PT5M
16,0,9.7,0,0,0,15.1,65.8,139,4,2.4,2023-09-24T21:20:00-05:00,PT5M
16,0,9.7,0,0,0,15.1,66.3,139,4,2.4,2023-09-24T21:25:00-05:00,PT5M
16,0,9.7,0,0,0,15.1,66.8,140,4,2.4,2023-09-24T21:30:00-05:00,PT5M
16,0,9.6,0,0,0,15.1,67.3,140,4,2.4,2023-09-24T21:35:00-05:00,PT5M
16,0,9.6,0,0,0,15.1,67.8,140,4,2.4,2023-09-24T21:40:00-05:00,PT5M
15,0,9.6,0,0,0,15.1,68.3,140,4,2.4,2023-09-24T21:45:00-05:00,PT5M
15,0,9.6,0,0,0,15.1,68.8,140,4,2.4,2023-09-24T21:50:00-05:00,PT5M
15,0,9.6,0,0,0,15.1,69.3,140,4,2.4,2023-09-24T21:55:00-05:00,PT5M
15,0,9.6,0,0,0,15.1,69.9,140,4,2.4,2023-09-24T22:00:00-05:00,PT5M
15,0,9.6,0,0,0,15.1,70.2,140,4,2.4,2023-09-24T22:05:00-05:00,PT5M
15,0,9.5,0,0,0,15.1,70.5,140,4,2.4,2023-09-24T22:10:00-05:00,PT5M
15,0,9.5,0,0,0,15.1,70.7,140,4,2.4,2023-09-24T22:15:00-05:00,PT5M
15,0,9.5,0,0,0,15.1,70.9,140,4,2.4,2023-09-24T22:20:00-05:00,PT5M
15,0,9.4,0,0,0,15.2,71.1,140,4,2.4,2023-09-24T22:25:00-05:00,PT5M
15,0,9.4,0,0,0,15.2,71.3,141,4,2.3,2023-09-24T22:30:00-05:00,PT5M
14,0,9.3,0,0,0,15.2,71.6,141,3.9,2.3,2023-09-24T22:35:00-05:00,PT5M
14,0,9.3,0,0,0,15.2,71.8,141,3.9,2.3,2023-09-24T22:40:00-05:00,PT5M
14,13.6,9.2,0,0,0,15.2,72,141,3.9,2.3,2023-09-24T22:45:00-05:00,PT5M
14,15.2,9.2,0,0,0,15.2,72.2,141,3.9,2.3,2023-09-24T22:50:00-05:00,PT5M
14,15.2,9.2,0,0,0,15.2,72.5,141,3.9,2.3,2023-09-24T22:55:00-05:00,PT5M
14,0,9.1,0,0,0,15.2,72.7,141,3.9,2.3,2023-09-24T23:00:00-05:00,PT5M
14,0,9.1,0,0,0,15.2,72.9,141,3.9,2.3,2023-09-24T23:05:00-05:00,PT5M
14,0,9,0,0,0,15.2,73,142,3.9,2.3,2023-09-24T23:10:00-05:00,PT5M
14,16.8,9,0,0,0,15.2,73.1,142,3.9,2.3,2023-09-24T23:15:00-05:00,PT5M
14,23.1,8.9,0,0,0,15.2,73.2,142,3.9,2.4,2023-09-24T23:20:00-05:00,PT5M
14,27.7,8.8,0,0,0,15.2,73.3,142,3.9,2.4,2023-09-24T23:25:00-05:00,PT5M
13,30.7,8.8,0,0,0,15.2,73.4,143,4,2.4,2023-09-24T23:30:00-05:00,PT5M
13,27.7,8.7,0,0,0,15.2,73.5,143,4,2.4,2023-09-24T23:35:00-05:00,PT5M
13,24.7,8.7,0,0,0,15.2,73.6,143,4,2.5,2023-09-24T23:40:00-05:00,PT5M
13,18.4,8.6,0,0,0,15.2,73.7,143,4,2.5,2023-09-24T23:45:00-05:00,PT5M
13,13.6,8.5,0,0,0,15.2,73.8,143,4,2.5,2023-09-24T23:50:00-05:00,PT5M
13,13.6,8.5,0,0,0,15.2,74,144,4.1,2.5,2023-09-24T23:55:00-05:00,PT5M
13,13.6,8.4,0,0,0,15.2,74.1,144,4.1,2.5,2023-09-25T00:00:00-05:00,PT5M
13,13.6,8.4,0,0,0,15.3,74.2,144,4.1,2.6,2023-09-25T00:05:00-05:00,PT5M
13,13.6,8.4,0,0,0,15.3,74.3,144,4.1,2.5,2023-09-25T00:10:00-05:00,PT5M
13,0,8.4,0,0,0,15.3,74.4,145,4,2.5,2023-09-25T00:15:00-05:00,PT5M
13,0,8.3,0,0,0,15.3,74.5,145,4,2.5,2023-09-25T00:20:00-05:00,PT5M
13,0,8.3,0,0,0,15.3,74.7,145,4,2.5,2023-09-25T00:25:00-05:00,PT5M
13,15.2,8.3,0,0,0,15.3,74.8,146,4,2.5,2023-09-25T00:30:00-05:00,PT5M
13,18.4,8.3,0,0,0,15.3,74.9,146,4,2.5,2023-09-25T00:35:00-05:00,PT5M
13,21.6,8.3,0,0,0,15.3,75,146,4,2.4,2023-09-25T00:40:00-05:00,PT5M
13,27.7,8.3,0,0,0,15.3,75.1,146,4,2.4,2023-09-25T00:45:00-05:00,PT5M
13,30.7,8.2,0,0,0,15.3,75.3,147,3.9,2.4,2023-09-25T00:50:00-05:00,PT5M
13,24.7,8.2,0,0,0,15.3,75.4,147,3.9,2.4,2023-09-25T00:55:00-05:00,PT5M
12,18.4,8.2,0,0,0,15.3,75.5,147,3.9,2.4,2023-09-25T01:00:00-05:00,PT5M
12,15.2,8.2,0,0,0,15.3,75.5,148,3.9,2.4,2023-09-25T01:05:00-05:00,PT5M
13,13.6,8.2,0,0,0,15.3,75.4,148,3.9,2.4,2023-09-25T01:10:00-05:00,PT5M
13,0,8.2,0,0,0,15.3,75.4,148,3.9,2.4,2023-09-25T01:15:00-05:00,PT5M
13,0,8.3,0,0,0,15.4,75.3,148,3.9,2.4,2023-09-25T01:20:00-05:00,PT5M
13,0,8.3,0,0,0,15.4,75.2,148,3.9,2.4,2023-09-25T01:25:00-05:00,PT5M
13,0,8.3,0,0,0,15.4,75.1,148,3.9,2.4,2023-09-25T01:30:00-05:00,PT5M
13,0,8.3,0,0,0,15.4,75,148,3.9,2.4,2023-09-25T01:35:00-05:00,PT5M
13,0,8.3,0,0,0,15.4,75,148,3.9,2.4,2023-09-25T01:40:00-05:00,PT5M
13,0,8.3,0,0,0,15.4,74.9,148,3.9,2.3,2023-09-25T01:45:00-05:00,PT5M
13,20,8.4,0,0,0,15.4,74.8,149,3.9,2.3,2023-09-25T01:50:00-05:00,PT5M
13,15.2,8.4,0,0,0,15.4,74.7,149,3.9,2.3,2023-09-25T01:55:00-05:00,PT5M
13,15.2,8.4,0,0,0,15.4,74.6,149,3.9,2.3,2023-09-25T02:00:00-05:00,PT5M
13,13.6,8.4,0,0,0,15.4,74.6,149,3.9,2.3,2023-09-25T02:05:00-05:00,PT5M
13,13.6,8.4,0,0,0,15.4,74.6,149,3.9,2.3,2023-09-25T02:10:00-05:00,PT5M
13,15.2,8.4,0,0,0,15.5,74.6,149,3.9,2.3,2023-09-25T02:15:00-05:00,PT5M
13,15.2,8.4,0,0,0,15.5,74.6,149,3.9,2.3,2023-09-25T02:20:00-05:00,PT5M
13,15.2,8.4,0,0,0,15.5,74.6,149,3.9,2.3,2023-09-25T02:25:00-05:00,PT5M
13,0,8.4,0,0,0,15.5,74.6,149,3.9,2.3,2023-09-25T02:30:00-05:00,PT5M
13,0,8.3,0,0,0,15.5,74.6,149,3.9,2.3,2023-09-25T02:35:00-05:00,PT5M
13,13.6,8.3,0,0,0,15.6,74.6,148,3.9,2.2,2023-09-25T02:40:00-05:00,PT5M
13,0,8.3,0,0,0,15.6,74.6,148,4,2.2,2023-09-25T02:45:00-05:00,PT5M
13,0,8.3,0,0,0,15.6,74.6,148,4,2.2,2023-09-25T02:50:00-05:00,PT5M
13,0,8.3,0,0,0,15.6,74.6,148,4,2.2,2023-09-25T02:55:00-05:00,PT5M
